Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"LUVQAZ iPhone 14Pro Case, iPhone 14 Pro Cute Case with Flower Design,for Girls Women, Floral Sunflower Pattern Shockproof Transparent Soft Bumper Hard Back Phone Cover (Prup-Flora 14Pro)",,$16.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/LUVQAZ-iPhone-14Pro-Shockproof-Transparent/dp/B0BGF6XZD2/ref=sr_1_142?keywords=iPhone+14&qid=1677007656&sr=8-142
Smartish iPhone 14 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Black Tie Affair,,$26.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Smartish-iPhone-Slim-Case-Lightweight/dp/B0B75J4DJK/ref=sr_1_143?keywords=iPhone+14&qid=1677007656&sr=8-143
"SUPCASE Unicorn Beetle Pro Case for iPhone 14 Pro Max 6.7"", with Built-in Screen Protector & Kickstand & Belt-Clip Heavy Duty Rugged Case (Black)",,$27.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/SUPCASE-Unicorn-Protector-Kickstand-Belt-Clip/dp/B0B82D77WK/ref=sr_1_144?keywords=iPhone+14&qid=1677007656&sr=8-144
"Case for iPhone 14 Pro Max, Jonwelsy 360 Degree Double-sided Protection Compatible with Magsafe Magnetic Adsorption Metal Bumper Front Tempered Glass Back Frosted PC Cover for 14 Pro Max 6.7"" (Purple)",,$36.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Jonwelsy-Double-sided-Protection-Compatible-Adsorption/dp/B0BDWRGC54/ref=sr_1_145?keywords=iPhone+14&qid=1677007656&sr=8-145
"SURPHY Leather Case Compatible with iPhone 14 Case 6.1 inch, Premium PU Leather Phone Case Cover (with Metallic Buttons & Microfiber Lining) for iPhone 14 (2022), Brown",,$18.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/SURPHY-Compatible-iPhone-14-Microfiber/dp/B0B82DWYW4/ref=sr_1_146?keywords=iPhone+14&qid=1677007656&sr=8-146
OtterBox DEFENDER SERIES SCREENLESS EDITION for iPhone 14 & iPhone 13 - BLACK,$79.95,$69.99,-12.46%,4.4 out of 5 stars,4.4,https://www.amazon.ca/OtterBox-DEFENDER-SCREENLESS-iPhone-14/dp/B0B7CBV1Y2/ref=sr_1_147?keywords=iPhone+14&qid=1677007656&sr=8-147
"Anqrp Designed for iPhone 14 Pro Magnetic Case, [Compatible with Magsafe] Super Sensitive Buttons Phone Case Anti-Drop Shock Absorption Slim Phone Cover for iPhone 14 Pro 6.1 inch, Blue",,$24.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Anqrp-iPhone-14-Pro-Compatible/dp/B0BB6G1G6W/ref=sr_1_148?keywords=iPhone+14&qid=1677007656&sr=8-148
OtterBox DEFENDER SERIES SCREENLESS EDITION for iPhone 14 & iPhone 13 - BLACK,$79.95,$69.99,-12.46%,4.4 out of 5 stars,4.4,https://www.amazon.ca/OtterBox-DEFENDER-SCREENLESS-iPhone-14/dp/B0B7CBV1Y2/ref=sr_1_149?keywords=iPhone+14&qid=1677007658&sr=8-149
"[2 Pack]QUESPLE Privacy Screen Protector for iPhone 14 Pro Max 6.7 inch, Anti Spy Tempered Glass with Alignment Frame Easy Installation",,$12.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/QUESPLE-Protector-Tempered-Alignment-Installation/dp/B0BHMRWFNZ/ref=sr_1_150?keywords=iPhone+14&qid=1677007658&sr=8-150
"iPhone 14 Pro Max Waterproof Case,IP68 Waterproof Case for iPhone 14 Pro Max Underwater Full Sealed Cover Snowproof Shockproof Dirtproof iPhone 14 Pro Max Case with Kickstand for Dive Swim Ski",,$24.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Waterproof-Underwater-Snowproof-Shockproof-Dirtproof/dp/B0BFPRTTNF/ref=sr_1_151?keywords=iPhone+14&qid=1677007658&sr=8-151
"Silverback for iPhone 14 Case Clear with Ring Kickstand, Protective Soft TPU Shock -Absorbing Bumper Shockproof Phone Case for Apple iPhone 14 6.1 inch - Clear",,$14.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Silverback-Kickstand-Protective-Absorbing-Shockproof/dp/B0B51QMQ4R/ref=sr_1_152?keywords=iPhone+14&qid=1677007658&sr=8-152
OtterBox SYMMETRY SERIES for iPhone 14 Pro Max - BLACK,,$69.95,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/OtterBox-SYMMETRY-iPhone-Pro-Max/dp/B0B7QXL8L8/ref=sr_1_153?keywords=iPhone+14&qid=1677007658&sr=8-153
"JETech Matte Case for iPhone 14 Pro 6.1-Inch, Shockproof Military Grade Drop Protection, Frosted Translucent Back Phone Cover, Anti-Fingerprint (Midnight Green)",$16.99,$7.99,-52.97%,4.4 out of 5 stars,4.4,https://www.amazon.ca/JETech-Shockproof-Protection-Translucent-Anti-Fingerprint/dp/B0BCNCG6NV/ref=sr_1_154?keywords=iPhone+14&qid=1677007658&sr=8-154
"TUCCH Wallet Case for iPhone 14 Pro 6.1"", PU Leather Folio Case with [RFID Blocking] [3 Card Slot], Kickstand Book Design [Shockproof TPU Interior Case] Compatible with iPhone 14 Pro,Blue & Light Blue",,$26.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/TUCCH-Blocking-Kickstand-Shockproof-Compatible/dp/B0BJ6Q7VGL/ref=sr_1_155?keywords=iPhone+14&qid=1677007658&sr=8-155
"Suoman for iPhone 14 Pro 6.1 inch /14 Pro Max 6.7 inch Camera Lens Protector, Set with Diamonds Bling Camera Cover Tempered Glass for iPhone 14 Pro Max /14 Pro [Perfectly Fit] - Diamond Gold",,$12.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Suoman-Protector-Diamonds-Tempered-Perfectly/dp/B0BBRGTMR3/ref=sr_1_156?keywords=iPhone+14&qid=1677007658&sr=8-156
luolnh Gold Glitter Sparkle Case Compatible with iPhone 14 Pro Max Case Marble Design Shockproof Slim Soft Silicone TPU Bumper Cover Phone Case for iPhone 14 Pro Max 6.7 Inch 2022-Abstract Mint,,$12.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/luolnh-Compatible-Shockproof-Silicone-2022-Abstract/dp/B0BBWXF3K8/ref=sr_1_157?keywords=iPhone+14&qid=1677007658&sr=8-157
DOMAVER iPhone 14 Wallet Case 6.1 Inch with Card Holder Slots PU Leather Kickstand Magnetic Lock Durable Lightweight Shockproof Full Body Protective Cover for iPhone 14 6.1 Inch - Leather Blue,,$15.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/DOMAVER-Kickstand-Lightweight-Shockproof-Protective/dp/B0BNT6H65W/ref=sr_1_158?keywords=iPhone+14&qid=1677007658&sr=8-158
"JETech [3 in 1] Case for iPhone 14 Plus 6.7-Inch, with 2-Pack Screen Protector and Camera Lens Protector, Non-Yellowing Shockproof Bumper Phone Cover, Full Coverage Tempered Glass Film (Clear)",,$16.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/JETech-6-7-Inch-Protector-Non-Yellowing-Shockproof/dp/B0B8XCRF47/ref=sr_1_159?keywords=iPhone+14&qid=1677007658&sr=8-159
"[3+2]LK 3 Pack Screen Protector for iPhone 14/13 Pro with 2 Pack Camera Lens Protector, Tempered Glass, Anti-Scratch, Easy Installation Tray, Case Friendly,6.1 Inch",$12.99,$9.99,-23.09%,4.5 out of 5 stars,4.5,https://www.amazon.ca/iPhone-Pro-Anti-Scratch-Installation-Case-Friendly/dp/B09CK9RJZ3/ref=sr_1_160?keywords=iPhone+14&qid=1677007658&sr=8-160
Vofolen for iPhone 14 Case 5G Wallet 4-Card Holder ID Slot Flip Door Hidden Pocket Protective Hard Shell Back Cover for iPhone 14 6.1 inch Black,,$14.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Vofolen-iPhone-Wallet-4-Card-Protective/dp/B0B7R14TLN/ref=sr_1_161?keywords=iPhone+14&qid=1677007658&sr=8-161
OtterBox Otter + POP Symmetry Clear Series for iPhone 14 Pro - Flower of Month (Clear),,$74.95,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/OtterBox-Otter-Symmetry-Clear-iPhone/dp/B0BJYF9BJ7/ref=sr_1_162?keywords=iPhone+14&qid=1677007658&sr=8-162
"SURPHY Leather Case Compatible with iPhone 14 Case 6.1 inch, Premium PU Leather Phone Case Cover (with Metallic Buttons & Microfiber Lining) for iPhone 14 (2022), Brown",,$18.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/SURPHY-Compatible-iPhone-14-Microfiber/dp/B0B82DWYW4/ref=sr_1_163?keywords=iPhone+14&qid=1677007658&sr=8-163
CYRILL Kajuk Mag Compatible with iPhone 14 Case Magsafe Leather (2022) / iPhone 13 Case Magsafe Leather (2021) Premium Vegan Leather and Full Body Protection with Magsafe Compatibility - Cream,,$30.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/CYRILL-Compatible-Magsafe-Protection-Compatibility/dp/B0B2FH11HF/ref=sr_1_164?keywords=iPhone+14&qid=1677007658&sr=8-164
"OMOTON Camera Lens Protector for iPhone 14 Pro/iPhone 14 Pro Max 2022 Release (NOT for iPhone 14/14 Plus), Scratch Resistant, High Definition, Case Friendly [5 Pack]",,$12.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/OMOTON-Protector-14-Resistant-Definition/dp/B0B5KQY9KM/ref=sr_1_165?keywords=iPhone+14&qid=1677007658&sr=8-165
"Anti Peeping Case for iPhone 14 (6.1""), Jonwelsy 360 Degree Front and Back Privacy Tempered Glass Cover, Anti SPY Screen, Anti Peep Magnetic Adsorption Metal Bumper for iPhone 14 (Black)",,$33.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Peeping-Jonwelsy-Tempered-Magnetic-Adsorption/dp/B0BDWQX17F/ref=sr_1_166?keywords=iPhone+14&qid=1677007658&sr=8-166
"Silverback for iPhone 14 Case with Ring Kickstand Lanyard, Moving Liquid Glitter Sparkle Holographic, Girls Women Bling Diamond Ring Protective Cover for iPhone 14 6.1 inch - Purple",,$19.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Silverback-Kickstand-Lanyard-Holographic-Protective/dp/B0B51VLCK5/ref=sr_1_167?keywords=iPhone+14&qid=1677007658&sr=8-167
Apple iPhone 14 Pro Silicone Case with MagSafe - Lilac,,$69.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Apple-iPhone-Silicone-Case-MagSafe/dp/B0BDJ5R7TS/ref=sr_1_168?keywords=iPhone+14&qid=1677007658&sr=8-168
"GUAGUA iPhone 14 Case iPhone 13 Case Crystal Clear Glitter Bling Sparkle Shiny Flexible Soft TPU Cover Slim Thin Shockproof Protective Phone Cases for iPhone 14/13 6.1"" Transparent",,$13.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Crystal-Flexible-Shockproof-Protective-Transparent/dp/B0B7RP9H5X/ref=sr_1_169?keywords=iPhone+14&qid=1677007658&sr=8-169
Unov Case Compatible with iPhone 14 Case iPhone 13 Case Clear with Design Embossed Pattern Soft TPU Bumper Slim Protective 6.1 Inch (Rainbow Dinosaur),,$13.99,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/Unov-Compatible-Embossed-Protective-Dinosaur/dp/B0B8QGT5MV/ref=sr_1_170?keywords=iPhone+14&qid=1677007658&sr=8-170
Spigen Camera Lens Screen Protector [GlasTR EZ Fit Optik Pro] Designed for iPhone 14 Pro Max/iPhone 14 Pro [Case Friendly] - Black [2 Pack],,$16.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Spigen-Camera-Protector-Designed-Friendly/dp/B0B27WT562/ref=sr_1_171?keywords=iPhone+14&qid=1677007658&sr=8-171
"YKCZL Compatible with iPhone 14 Case(No Fit iPhone 14 Plus 6.7 inch), Cute Painted Art Heart Pattern Full Camera Lens Protective Slim Soft Shockproof Phone Case for Women Girls-Black",$14.99,$13.99,-6.67%,5.0 out of 5 stars,5.0,https://www.amazon.ca/YKCZL-Compatible-Protective-Shockproof-Girls-Black/dp/B0BK3DJGHX/ref=sr_1_172?keywords=iPhone+14&qid=1677007658&sr=8-172
OtterBox SYMMETRY SERIES+ Case with MagSafe for iPhone 14 Pro Max - DONT EVEN CHAI (Brown),,$69.94,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/OtterBox-SYMMETRY-Case-MagSafe-iPhone/dp/B0B7QZBD6H/ref=sr_1_173?keywords=iPhone+14&qid=1677007658&sr=8-173
"Co-Goldguard Case for iPhone 14 (2022), [Heavy Duty] 3 in 1 Built-in Cover Shockproof Drop-Proof Scratch-Resistant Shell for Apple iPhone 14 6.1inch, Black",,$14.98,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Co-Goldguard-Shockproof-Drop-Proof-Scratch-Resistant-6-1inch/dp/B0BDKWYZ3H/ref=sr_1_174?keywords=iPhone+14&qid=1677007658&sr=8-174
Spigen Ultra Hybrid Designed for Apple iPhone 14 Pro Case - Deep Purple,,$16.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Spigen-Ultra-Hybrid-Designed-iPhone/dp/B0BG6RMR1R/ref=sr_1_175?keywords=iPhone+14&qid=1677007658&sr=8-175
Magnetic Clear for iPhone 14 Pro Max Case with MagSafe [Integrated Camera Protection Glass] [Bare iPhone Exterior] Silicone Cover Slim Thin [Non-Yellowing] Anti-Fingerprint Scratch Wireless Charging,,$27.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Magnetic-Integrated-Protection-Non-Yellowing-Anti-Fingerprint/dp/B0BGLJ4KDY/ref=sr_1_176?keywords=iPhone+14&qid=1677007658&sr=8-176
"Anqrp Designed for iPhone 14 Pro Magnetic Case, [Compatible with Magsafe] Super Sensitive Buttons Phone Case Anti-Drop Shock Absorption Slim Phone Cover for iPhone 14 Pro 6.1 inch, Blue",,$24.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Anqrp-iPhone-14-Pro-Compatible/dp/B0BB6G1G6W/ref=sr_1_177?keywords=iPhone+14&qid=1677007658&sr=8-177
TENDLIN Compatible with iPhone 14 Pro Case Wood Grain with Carbon Fiber Texture Design Leather Hybrid Slim Case,,$15.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/TENDLIN-Compatible-iPhone-Texture-Leather/dp/B0B84TYJGT/ref=sr_1_178?keywords=iPhone+14&qid=1677007658&sr=8-178
"DAWEIXEAU Case for iPhone 14 Pro,Silicone Heavy-Duty Tough Rugged Lightweight Shockproof with Bracket Bumper Cover Case for iPhone 14 Pro 6.1"" (Green)",,$20.99,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/DAWEIXEAU-Silicone-Heavy-Duty-Lightweight-Shockproof/dp/B0BC8PWNR3/ref=sr_1_179?keywords=iPhone+14&qid=1677007658&sr=8-179
"ZTOFERA Designed for iPhone 14 Plus Case 6.7 inch,Cute Plating Edge Love Hearts Pattern with Camera Lens Protection Phone Cover for Girls Women,Blue",,$12.98,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/ZTOFERA-Designed-Plating-Pattern-Protection/dp/B0BBT3S342/ref=sr_1_180?keywords=iPhone+14&qid=1677007658&sr=8-180
"KEXAAR iPhone 14 Plus Case(6.7 inch), iPhone 14 Plus Cute Case with Flowers, for Girls Woman, Cute Floral Design Pattern Hard Back Soft Bumper Shockproof Skin Cover Phone Case (Leaves 14Plus)",,$15.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/KEXAAR-iPhone-Flowers-Pattern-Shockproof/dp/B0BDCCCV77/ref=sr_1_181?keywords=iPhone+14&qid=1677007658&sr=8-181
"Jonwelsy Case for iPhone 14 Pro Max, 360 Degree Front and Back Clear Tempered Glass Full Body Protection Magnetic Adsorption Metal Bumper Frame Flip Cover for iPhone 14 Pro Max 6.7"" (Gold)",,$34.99,0%,3.2 out of 5 stars,3.2,https://www.amazon.ca/Jonwelsy-Tempered-Protection-Magnetic-Adsorption/dp/B0BDZRHFGB/ref=sr_1_182?keywords=iPhone+14&qid=1677007658&sr=8-182
"Supdeal Crystal Clear Case for iPhone 14 Pro Max, [Not Yellowing] [Camera Protection] [Military Grade Drop Tested] Shockproof Protective Phone Case Soft Silicone Slim Cover, 6.7"", Transparent",,$19.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Supdeal-Protection-Shockproof-Protective-Transparent/dp/B0B8M697HR/ref=sr_1_183?keywords=iPhone+14&qid=1677007658&sr=8-183
"JETech Privacy Full Coverage Screen Protector for iPhone 14 Plus 6.7-Inch with Camera Lens Protector, Anti-Spy Tempered Glass Film, 2-Pack Each",$15.99,$11.89,-25.64%,4.3 out of 5 stars,4.3,https://www.amazon.ca/JETech-Coverage-Protector-6-7-Inch-Anti-Spy/dp/B0B8SN85MZ/ref=sr_1_184?keywords=iPhone+14&qid=1677007658&sr=8-184
Shields Up for iPhone 14 Plus Wallet Case Clear with Card Holder [3 Cards] Ring Stand Minimalist Wallet Case Slim Protective Shockproof Cover for Apple iPhone 14 Plus 5G 6.7 inch - Clear,,$18.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/Shields-iPhone-Minimalist-Protective-Shockproof/dp/B0B42QC4W6/ref=sr_1_185?keywords=iPhone+14&qid=1677007658&sr=8-185
"AIOVETEAB Compatible with iPhone 14 Pro Max Case Premium Leather TPU Hybrid Case Cover,Brown",,$14.98,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/AIOVETEAB-Compatible-iPhone-Premium-Leather/dp/B0BCDC4T61/ref=sr_1_186?keywords=iPhone+14&qid=1677007658&sr=8-186
"iVoler [3 in 1] Case for iPhone 14 6.1” with 2 Pack Tempered Glass Screen Protector, [Military Grade Drop Protection] Slim Silicone Phone Case Clear [Anti-Scratch] [Anti-Fingerprint] [Non-Yellowing]",,$12.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Protector-Protection-Anti-Scratch-Anti-Fingerprint-Non-Yellowing/dp/B0B215PMT4/ref=sr_1_187?keywords=iPhone+14&qid=1677007658&sr=8-187
"for iPhone 14 Case, iPhone 14 Phone Case with HD Screen Protector, [Military Grade 16ft. Drop Tested] Ring Shockproof Protective Phone Case for iPhone 14,Blue",,$13.97,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/14-Protector-Military-Shockproof-Protective/dp/B0BL85C15K/ref=sr_1_188?keywords=iPhone+14&qid=1677007658&sr=8-188
"BUFROYE iPhone 14 Pro Max Case Leather,Luxury Leather 14 Pro Max Case,Business Ultra Slim Anti-Slip Scratch Resistant Protective Phone Cases,Case Designed for iPhone 14 Pro Max 6.7"" (Sierra Blue)",,$24.99,0%,No reviews,0,https://www.amazon.ca/BUFROYE-iPhone-Pro-Max-Case/dp/B0BR59HR68/ref=sr_1_189?keywords=iPhone+14&qid=1677007658&sr=8-189
"pcgaga Silicone Phone Case for iPhone 14 Pro Max with Screen Protector [Ring Holder Stand] [Wrist Strap] [Microfiber Lining] Slim Shockproof Protective Cover, 6.7 Inch, Pink",,$16.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/pcgaga-Protector-Microfiber-Shockproof-Protective/dp/B0B7RRQP8V/ref=sr_1_190?keywords=iPhone+14&qid=1677007658&sr=8-190
"[Apple MFi Certified] iPhone Fast Charger, Linocell 2 Pack 20W USB C Power Delivery Wall Charger Plug with 6FT Type C to Lightning Quick Charge Sync Cable for iPhone 14 13 12 11 Pro/XS/XR/iPad/AirPods",,$19.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Certified-Charger-Linocell-Delivery-Lightning/dp/B09J55HS99/ref=sr_1_191?keywords=iPhone+14&qid=1677007658&sr=8-191
"Teageo for iPhone 14 Pro Max Case for Women Girl Cute Love Heart Luxury Soft Bling Back Cover Raised Full Camera Protection Bumper Silicone Shockproof Phone Case for iPhone 14 Pro Max, Blackish Green",,$13.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Teageo-iPhone-14-Pro-Max/dp/B0BC1YRFCY/ref=sr_1_192?keywords=iPhone+14&qid=1677007658&sr=8-192
Spigen Mag Armor Case [Magsafe Compatible] Designed for iPhone 14 Case (2022) - Navy Blue,,$25.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Magsafe-Compatible-Designed-iPhone/dp/B0B1PJ2QPL/ref=sr_1_193?keywords=iPhone+14&qid=1677007658&sr=8-193
"SURPHY Magnetic Case Designed for iPhone 14 Case 6.1 inch (2022), Compatible with MagSafe, Liquid Silicone Phone Case for iPhone 14, Blue Fog",,$20.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/SURPHY-Magnetic-iPhone-14-Compatible/dp/B0B7R4Z2NT/ref=sr_1_194?keywords=iPhone+14&qid=1677007658&sr=8-194
"Acdailleo for iPhone 14 Pro Max Crystal Glitter Case, [Built-in Screen Protector] Hybrid PC Slim TPU Bumper Shockproof Full Protective Clear Women Girls Case for iPhone 14 Pro Max 6.7'' (I14PM-LJJ01)",,$9.99,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Acdailleo-iPhone-Pro-Max-I14PM-LJJ01/dp/B0B7K6BZCY/ref=sr_1_195?keywords=iPhone+14&qid=1677007658&sr=8-195
"Compatible with iPhone 13 / iPhone 14 Case, Jusy Love Clear Holographic Heart Phone Case for Women Kids, Aesthetic Glitter Bling Cute Love Heart Laser Clear Soft Phone Case Silicone Slim Cover",,$12.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Compatible-Jusy-Holographic-Aesthetic-Silicone/dp/B09L7LHS6Q/ref=sr_1_196?keywords=iPhone+14&qid=1677007658&sr=8-196
"𝙎𝙐𝙋𝘾𝘼𝙎𝙀 Unicorn Beetle Pro Case for iPhone 14 / iPhone 13 6.1"", Built-in Screen Protector & Kickstand & Belt-Clip Heavy Duty Rugged Case (Black)",,$27.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/%F0%9D%99%8E%F0%9D%99%90%F0%9D%99%8B%F0%9D%98%BE%F0%9D%98%BC%F0%9D%99%8E%F0%9D%99%80-Unicorn-Protector-Kickstand-Belt-Clip/dp/B0B8Z5B16G/ref=sr_1_197?keywords=iPhone+14&qid=1677007660&sr=8-197
TORFOR iPhone 14 Pro Max Case 6.7''with TPU&Carbon Fiber Ultra Touch Feel [Drop Protection] [Magnetic Wireless Charging Compatible] Protective Case (Black),,$39.99,0%,No reviews,0,https://www.amazon.ca/TORFOR-Protection-Magnetic-Compatible-Protective/dp/B0BN12LNZY/ref=sr_1_198?keywords=iPhone+14&qid=1677007660&sr=8-198
"TOCOL [5 in 1] for iPhone 14 pro max Case, with 2 Pack Screen Protector + 2 Pack Camera Lens Protector, Slim Liquid Silicone Phone Case 6.7 Inch, [Anti-Scratch] [Drop Protection], Alpine Green",$21.99,$15.99,-27.29%,4.4 out of 5 stars,4.4,https://www.amazon.ca/TOCOL-iPhone-14-Anti-Scratch-Protection/dp/B0B5TNW9D1/ref=sr_1_200?keywords=iPhone+14&qid=1677007660&sr=8-200
"RKS iPhone Leather Case for iPhone 14 Pro Max with MagSafe Wireless Charging Function, Top Grain Leather Metal Button Case for iPhone 14 Pro Max 6.7 Inch",,$29.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/RKS-Leather-Wireless-Charging-Function/dp/B0BB79FSRZ/ref=sr_1_201?keywords=iPhone+14&qid=1677007660&sr=8-201
"Aluminum Frame Metal Bumper Frame Slim Hard Case Cover for iPhone14 pro max, Metal Frame Armor with Soft Inner Bumper, Raised Edge Protection (Purple, 6.7"" iPhone 14 pro max)",,$22.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Aluminum-Bumper-iPhone14-Raised-Protection/dp/B0BF9ZY18P/ref=sr_1_202?keywords=iPhone+14&qid=1677007660&sr=8-202
"i-Blason Cosmo Series for iPhone 14 Pro Max Case 6.7 inch (2022), Slim Full-Body Stylish Protective Case with Built-in Screen Protector (Marble)",,$27.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/i-Blason-Full-Body-Stylish-Protective-Protector/dp/B0B87Q13Y9/ref=sr_1_203?keywords=iPhone+14&qid=1677007660&sr=8-203
"Designed for iPhone 14 Case with 4 Tempered Screen Protector, Rugged Heavy Duty Military Grade, [Full Body Protection] Drop Proof Shockproof Phone Cover(Black/Orange)",$24.99,$19.98,-20.05%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Designed-Tempered-Protector-Protection-Shockproof/dp/B0BDD274GC/ref=sr_1_204?keywords=iPhone+14&qid=1677007660&sr=8-204
"ESR Classic Kickstand Case with HaloLock Compatible with iPhone 14 Pro Case, MagSafe-Compatible Case with Stand, Military-Grade Protection, Built-in Camera Ring Stand, Clear Black",,$28.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/ESR-iPhone-Pro-MagSafe-Compatible-Military-Grade/dp/B0BGKBS2TZ/ref=sr_1_205?keywords=iPhone+14&qid=1677007660&sr=8-205
Magnetic Clear for iPhone 14 Pro Max Case with MagSafe [Integrated Camera Protection Glass] [Bare iPhone Exterior] Silicone Cover Slim Thin [Non-Yellowing] Anti-Fingerprint Scratch Wireless Charging,,$27.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Magnetic-Integrated-Protection-Non-Yellowing-Anti-Fingerprint/dp/B0BGLJ4KDY/ref=sr_1_206?keywords=iPhone+14&qid=1677007660&sr=8-206
"[3 Pack] UniqueMe Compatible with iPhone 14 6.1''/iPhone 14 Plus 6.7'' Camera Lens Protector Tempered Glass, [Case Friendly][Scratch-Resistant][Easy Installation] - Black Circle",,$9.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/UniqueMe-iPhone-Plus-Scratch-Resistant-Installation/dp/B0B77B35GM/ref=sr_1_207?keywords=iPhone+14&qid=1677007660&sr=8-207
iWEOCO iPhone 14 Pro Max Case Wallet Genuine Leather Anti-Theft RFID Blocking Kickstand Strong Magnetic Clasp Closure Cash Credit Card Slots Protective iPhone 14 Pro Max Wallet Case (Black),,$17.98,0%,No reviews,0,https://www.amazon.ca/iWEOCO-iPhone-Pro-Max-Case/dp/B0BMYFZMS4/ref=sr_1_208?keywords=iPhone+14&qid=1677007660&sr=8-208
"Lamicall Magnetic Finger Phone Ring Stand Holder, Magnet Ring Grip,Magnetic Phone Ring Holder for MagSafe-Compatible with iPhone 14 Plus 13 12, Pro, Pro Max, Mini, Mag Safe Accessories, Snow White",$24.99,$19.99,-20.01%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Lamicall-Magnetic-Finger-MagSafe-Compatible-Accessories/dp/B0B7HFGTX9/ref=sr_1_209?keywords=iPhone+14&qid=1677007660&sr=8-209
"i-Blason Ares Case for iPhone 14 Plus 6.7 inch (2022 Release), Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector (Ruddy)",,$27.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/i-Blason-iPhone-Release-Rugged-Protector/dp/B0B87M4RRK/ref=sr_1_210?keywords=iPhone+14&qid=1677007660&sr=8-210
Encased Wallet Case for iPhone 14 Pro Max Case with Card Holder and Screen Protector (4 Credit Cards/IDs) - Black,,$23.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/iPhone-14-Pro-Max-Protector/dp/B0BB11L7V3/ref=sr_1_211?keywords=iPhone+14&qid=1677007660&sr=8-211
Spigen Ultra Hybrid Designed for Apple iPhone 14 Pro Max Case - Deep Purple,,$16.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Ultra-Hybrid-Designed-iPhone/dp/B0BG71JJTC/ref=sr_1_212?keywords=iPhone+14&qid=1677007660&sr=8-212
